,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
60,6,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,3091.98,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
61,26,private,22,36,5,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,machine_operators_assmblrs_&_inspctrs,white,mexican_(mexicano),female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,abroad,abroad,other_rel_18+_spouse_of_subfamily_rp,other_relative_of_householder,1038.16,abroad_to_msa,abroad,abroad,no,no,3,not_in_universe,mexico,mexico,mexico,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,20,1,0,training_set
62,66,private,42,8,13,0,not_in_universe,divorced,medical_except_hospital,professional_specialty,white,all_other,female,not_in_universe,other_job_loser,unemployed_full-time,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1801.38,?,?,?,not_in_universe_under_1_year_old,?,5,not_in_universe,poland,?,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,35,2,0,training_set
63,45,private,22,36,3,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,machine_operators_assmblrs_&_inspctrs,white,mexican_(mexicano),male,not_in_universe,other_job_loser,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1270.6,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,mexico,mexico,mexico,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,1,0,training_set
64,51,private,44,3,14,0,not_in_universe,married-civilian_spouse_present,social_services,executive_admin_and_managerial,white,all_other,female,no,not_in_universe,pt_for_non-econ_reasons_usually_ft,0,0,500,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2280.87,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
65,39,not_in_universe,0,0,10,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,3546.34,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,1,0,training_set
66,69,not_in_universe,0,0,4,0,not_in_universe,divorced,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,nonfamily_householder,householder,1275.74,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,italy,italy,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
67,13,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,other_spanish,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,484.12,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,guatemala,guatemala,guatemala,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
68,60,private,44,10,6,0,not_in_universe,married-civilian_spouse_present,social_services,professional_specialty,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1802.16,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,yes,not_in_universe,no,52,2,0,training_set
69,51,private,2,44,1,0,not_in_universe,married-civilian_spouse_present,agriculture,farming_forestry_and_fishing,white,mexican_(mexicano),male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,other_rel_18+_ever_marr_rp_of_subfamily,other_relative_of_householder,927.24,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,mexico,mexico,mexico,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,52,1,0,training_set
70,56,state_government,48,23,9,0,not_in_universe,married-civilian_spouse_present,public_administration,adm_support_including_clerical,white,other_spanish,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,824.18,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
71,46,self-employed-not_incorporated,43,10,2,0,not_in_universe,married-civilian_spouse_present,education,professional_specialty,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,581.15,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,italy,italy,italy,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,50,2,0,training_set
72,41,private,37,2,9,0,not_in_universe,divorced,business_and_repair_services,executive_admin_and_managerial,white,mexican-american,male,not_in_universe,not_in_universe,children_or_armed_forces,2174,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1875.96,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
73,43,state_government,48,1,10,0,not_in_universe,married-civilian_spouse_present,public_administration,executive_admin_and_managerial,white,cuban,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1816.01,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,cuba,cuba,cuba,foreign_born-_not_a_citizen_of_u_s,no,not_in_universe,no,52,2,0,training_set
74,33,private,33,19,9,0,not_in_universe,married-civilian_spouse_present,retail_trade,sales,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,286.54,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,1,0,training_set
75,64,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1920.1,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,yes,yes,0,1,0,training_set
76,20,private,37,31,9,0,not_in_universe,never_married,business_and_repair_services,other_service,black,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,2053.78,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
77,45,private,39,29,4,0,not_in_universe,married-civilian_spouse_present,personal_services_except_private_hh,other_service,asian_or_pacific_islander,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,229.72,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,?,?,?,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,2,0,training_set
78,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2072.59,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
79,64,not_in_universe,0,0,4,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1077.62,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
80,33,not_in_universe,0,0,9,0,not_in_universe,married-a_f_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1850.0,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,england,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
81,46,private,2,44,6,0,not_in_universe,married-civilian_spouse_present,agriculture,farming_forestry_and_fishing,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1395.91,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
82,8,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1121.81,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
83,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,mexican-american,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,south,utah,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1403.93,msa_to_msa,different_county_same_state,different_county_same_state,no,yes,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
84,54,private,34,23,9,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,adm_support_including_clerical,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1149.79,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
85,20,private,12,33,11,825,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,precision_production_craft_&_repair,white,all_other,male,no,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,midwest,wyoming,householder,householder,2601.28,msa_to_msa,same_county,same_county,no,no,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
86,27,private,34,17,10,0,not_in_universe,never_married,finance_insurance_and_real_estate,sales,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,2322.35,nonmover,nonmover,nonmover,yes,not_in_universe,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
87,78,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,1036,single,not_in_universe,not_in_universe,nonfamily_householder,householder,426.93,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,?,?,?,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,0,1,0,training_set
88,45,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1569.59,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
89,39,private,33,35,9,0,not_in_universe,married-civilian_spouse_present,retail_trade,precision_production_craft_&_repair,white,all_other,female,no,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2251.31,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
90,22,private,41,23,12,800,not_in_universe,never_married,hospital_services,adm_support_including_clerical,white,puerto_rican,female,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1252.93,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
